id,release_date,movie,production_budget,domestic_gross,worldwide_gross,net_profit,ROI,release_year,clean_movie,clean_title,start_year,genres,primary_genre
62,2018-01-12,The Commuter,40000000.0,36343858.0,101985431.0,61985431.0,1.549635775,2018,the commuter,the commuter,2018.0,"Action,Mystery,Thriller",Action
67,2011-04-08,Arthur,40000000.0,33035397.0,47787943.0,7787943.0,0.194698575,2011,arthur,arthur,2011.0,"Comedy,Romance",Comedy
69,2016-12-21,Patriots Day,40000000.0,31886361.0,52837989.0,12837989.0,0.320949725,2016,patriots day,patriots day,2016.0,"Action,Crime,Drama",Action
73,2010-11-10,Morning Glory,40000000.0,31011732.0,59795070.0,19795070.0,0.49487675,2010,morning glory,morning glory,2010.0,"Comedy,Drama,Romance",Comedy
75,2019-05-03,Long Shot,40000000.0,30202860.0,43711031.0,3711031.0,0.092775775,2019,long shot,long shot,2019.0,"Comedy,Romance",Comedy
77,2013-12-25,Grudge Match,40000000.0,29807260.0,69807260.0,29807260.0,0.7451815,2013,grudge match,grudge match,2013.0,"Comedy,Drama,Sport",Comedy
81,2017-08-11,The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57438389.0,17438389.0,0.435959725,2017,the nut job 2 nutty by nature,the nut job 2 nutty by nature,2017.0,"Adventure,Animation,Comedy",Adventure
86,2017-06-30,The House,40000000.0,25584504.0,31192425.0,-8807575.0,-0.220189375,2017,the house,the house,2017.0,"Comedy,Crime",Comedy
89,2011-01-07,Season of the Witch,40000000.0,24827228.0,91126600.0,51126600.0,1.278165,2011,season of the witch,season of the witch,2011.0,"Action,Adventure,Fantasy",Action
94,2016-08-26,Mechanic: Resurrection,40000000.0,21218403.0,109738840.0,69738840.0,1.743471,2016,mechanic resurrection,mechanic resurrection,2016.0,"Action,Adventure,Thriller",Action
99,2012-02-03,Big Miracle,40000000.0,20157300.0,25268680.0,-14731320.0,-0.368283,2012,big miracle,big miracle,2012.0,"Biography,Drama,Family",Biography
100,2012-12-21,The Impossible,40000000.0,19019882.0,169590606.0,129590606.0,3.23976515,2012,the impossible,the impossible,2012.0,"Drama,History,Thriller",Drama
1,2012-03-09,A Thousand Words,40000000.0,18450127.0,20790486.0,-19209514.0,-0.48023785,2012,a thousand words,a thousand words,2012.0,"Comedy,Drama",Comedy
15,2015-03-20,The Gunman,40000000.0,10664749.0,18594227.0,-21405773.0,-0.535144325,2015,the gunman,the gunman,2015.0,"Action,Crime,Drama",Action
19,2013-08-16,Paranoia,40000000.0,7388654.0,16340767.0,-23659233.0,-0.591480825,2013,paranoia,paranoia,2013.0,"Drama,Thriller",Drama
21,2015-07-10,Baahubali: The Beginning,40000000.0,6738000.0,26736665.0,-13263335.0,-0.331583375,2015,baahubali the beginning,baahubali the beginning,2015.0,"Action,Drama",Action
22,2018-03-09,The Hurricane Heist,40000000.0,6115824.0,30963684.0,-9036316.0,-0.2259079,2018,the hurricane heist,the hurricane heist,2018.0,"Action,Adventure,Crime",Action
24,2015-11-25,Victor Frankenstein,40000000.0,5775076.0,31124367.0,-8875633.0,-0.221890825,2015,victor frankenstein,victor frankenstein,2015.0,"Drama,Horror,Sci-Fi",Drama
40,2016-11-11,USS Indianapolis: Men of Courage,40000000.0,0.0,1663785.0,-38336215.0,-0.958405375,2016,uss indianapolis men of courage,uss indianapolis men of courage,2016.0,"Action,Drama,History",Action
41,2014-12-31,Dragon Nest Warriors' Dawn,40000000.0,0.0,734423.0,-39265577.0,-0.981639425,2014,dragon nest warriors' dawn,dragon nest warriors' dawn,2014.0,"Adventure,Animation,Family",Adventure
43,2019-09-13,The Goldfinch,40000000.0,0.0,0.0,-40000000.0,-1.0,2019,the goldfinch,the goldfinch,2019.0,Drama,Drama
48,2012-10-05,Frankenweenie,39000000.0,35287788.0,81150788.0,42150788.0,1.080789435897436,2012,frankenweenie,frankenweenie,2012.0,"Animation,Comedy,Family",Animation
59,2017-06-02,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,88577874.0,2.3309966842105263,2017,captain underpants the first epic movie,captain underpants the first epic movie,2017.0,"Action,Animation,Comedy",Action
60,2015-04-17,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,69650646.0,1.8329117368421053,2015,paul blart mall cop 2,paul blart mall cop 2,2015.0,"Action,Comedy,Crime",Action
62,2016-12-23,Why Him?,38000000.0,60323786.0,117425156.0,79425156.0,2.0901356842105265,2016,why him?,why him?,2016.0,Comedy,Comedy
63,2011-04-22,Water for Elephants,38000000.0,58709717.0,116809717.0,78809717.0,2.0739399210526317,2011,water for elephants,water for elephants,2011.0,"Drama,Romance",Drama
64,2010-10-08,Life as We Know It,38000000.0,53374681.0,105887837.0,67887837.0,1.7865220263157895,2010,life as we know it,life as we know it,2010.0,"Comedy,Drama,Romance",Comedy
66,2013-09-06,Riddick,38000000.0,42025135.0,94763758.0,56763758.0,1.4937831052631578,2013,riddick,riddick,2013.0,"Action,Adventure,Sci-Fi",Action
69,2016-01-22,The 5th Wave,38000000.0,34912982.0,111336398.0,73336398.0,1.9299052105263157,2016,the 5th wave,the 5th wave,2016.0,"Action,Adventure,Drama",Action
71,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,60230839.0,1.5850220789473684,2013,rush,rush,2013.0,"Action,Biography,Drama",Action
75,2017-10-20,Only the Brave,38000000.0,18340051.0,24555177.0,-13444823.0,-0.3538111315789474,2017,only the brave,only the brave,2017.0,"Action,Biography,Drama",Action
77,2011-10-14,The Thing,38000000.0,16999934.0,27573078.0,-10426922.0,-0.2743926842105263,2011,the thing,the thing,2011.0,"Horror,Mystery,Sci-Fi",Horror
82,2018-09-21,The Sisters Brothers,38000000.0,3143056.0,13143056.0,-24856944.0,-0.6541301052631578,2018,the sisters brothers,the sisters brothers,2018.0,"Adventure,Comedy,Crime",Adventure
86,2012-05-18,What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0,50973016.0,1.3592804266666667,2012,what to expect when you're expecting,what to expect when you're expecting,2012.0,"Comedy,Drama,Romance",Comedy
87,2012-09-14,The Master,37500000.0,16247159.0,50647416.0,13147416.0,0.35059776,2012,the master,the master,2012.0,Drama,Drama
90,2013-08-07,We're the Millers,37000000.0,150394119.0,267816276.0,230816276.0,6.23827772972973,2013,we're the millers,we're the millers,2013.0,"Comedy,Crime",Comedy
91,2015-11-25,Creed,37000000.0,109767581.0,173567581.0,136567581.0,3.691015702702703,2015,creed,creed,2015.0,"Drama,Sport",Drama
92,2010-09-17,The Town,37000000.0,92186262.0,152566881.0,115566881.0,3.1234292162162163,2010,the town,the town,2010.0,"Crime,Drama,Thriller",Crime
93,2011-09-23,Dolphin Tale,37000000.0,72286779.0,96068724.0,59068724.0,1.596452,2011,dolphin tale,dolphin tale,2011.0,"Drama,Family",Drama
94,2018-02-23,Game Night,37000000.0,69179066.0,117378084.0,80378084.0,2.1723806486486485,2018,game night,game night,2018.0,"Action,Comedy,Crime",Action
98,2016-02-12,How to be Single,37000000.0,46843513.0,100003780.0,63003780.0,1.7028048648648648,2016,how to be single,how to be single,2016.0,"Comedy,Drama,Romance",Comedy
99,2010-02-26,Cop Out,37000000.0,44875481.0,55909910.0,18909910.0,0.5110786486486486,2010,cop out,cop out,2010.0,"Action,Comedy,Crime",Action
100,2011-01-28,The Rite,37000000.0,33047633.0,97143987.0,60143987.0,1.6255131621621621,2011,the rite,the rite,2011.0,"Drama,Horror,Mystery",Drama
3,2015-05-29,Aloha,37000000.0,21052030.0,25387091.0,-11612909.0,-0.3138624054054054,2015,aloha,aloha,2015.0,"Comedy,Drama,Romance",Comedy
5,2018-10-05,A Star is Born,36000000.0,215288866.0,433449571.0,397449571.0,11.040265861111111,2018,a star is born,a star is born,2018.0,"Drama,Music,Romance",Drama
10,2010-03-26,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,29967750.0,0.8324375,2010,hot tub time machine,hot tub time machine,2010.0,"Comedy,Sci-Fi",Comedy
12,2014-09-12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,21824533.0,0.6062370277777778,2014,dolphin tale 2,dolphin tale 2,2014.0,"Drama,Family",Drama
13,2016-12-16,Collateral Beauty,36000000.0,31016021.0,85309093.0,49309093.0,1.3696970277777778,2016,collateral beauty,collateral beauty,2016.0,"Drama,Romance",Drama
21,2011-05-06,There Be Dragons,36000000.0,1069334.0,4020990.0,-31979010.0,-0.8883058333333334,2011,there be dragons,there be dragons,2011.0,"Biography,Drama,War",Biography
24,2017-09-08,It,35000000.0,327481748.0,697457969.0,662457969.0,18.927370542857144,2017,it,it,2017.0,"Horror,Thriller",Horror
29,2010-12-22,True Grit,35000000.0,171243005.0,252276928.0,217276928.0,6.207912228571429,2010,true grit,true grit,2010.0,"Adventure,Drama,Western",Adventure
32,2013-02-08,Identity Thief,35000000.0,134506920.0,175361578.0,140361578.0,4.0103308,2013,identity thief,identity thief,2013.0,"Adventure,Comedy,Crime",Adventure
34,2011-07-08,Horrible Bosses,35000000.0,117538559.0,212417601.0,177417601.0,5.069074314285714,2011,horrible bosses,horrible bosses,2011.0,"Comedy,Crime",Comedy
36,2015-07-17,Trainwreck,35000000.0,110212700.0,141123897.0,106123897.0,3.0321113428571427,2015,trainwreck,trainwreck,2015.0,"Comedy,Drama,Romance",Comedy
37,2013-12-13,Saving Mr. Banks,35000000.0,83299761.0,114962525.0,79962525.0,2.2846435714285716,2013,saving mr. banks,saving mr. banks,2013.0,"Biography,Comedy,Drama",Biography
45,2012-12-21,This is 40,35000000.0,67544505.0,90221182.0,55221182.0,1.577748057142857,2012,this is 40,this is 40,2012.0,"Comedy,Romance",Comedy
49,2010-04-30,A Nightmare on Elm Street,35000000.0,63075011.0,117729621.0,82729621.0,2.363703457142857,2010,a nightmare on elm street,a nightmare on elm street,2010.0,"Crime,Drama,Horror",Crime
53,2010-10-08,Secretariat,35000000.0,59699513.0,60376247.0,25376247.0,0.7250356285714286,2010,secretariat,secretariat,2010.0,"Biography,Drama,Family",Biography
55,2011-07-22,Friends with Benefits,35000000.0,55802754.0,146595891.0,111595891.0,3.1884540285714285,2011,friends with benefits,friends with benefits,2011.0,"Comedy,Romance",Comedy
56,2016-05-20,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0,73757621.0,2.1073606,2016,neighbors 2 sorority rising,neighbors 2 sorority rising,2016.0,Comedy,Comedy
59,2018-06-29,Sicario: Day of the Soldado,35000000.0,50065850.0,75885196.0,40885196.0,1.168148457142857,2018,sicario day of the soldado,sicario day of the soldado,2018.0,"Action,Crime,Drama",Action
62,2015-05-22,Poltergeist,35000000.0,47425125.0,95713069.0,60713069.0,1.7346591142857142,2015,poltergeist,poltergeist,2015.0,"Horror,Thriller",Horror
63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000.0,46697321.0,93291478.0,58291478.0,1.6654708,2018,goosebumps 2 haunted halloween,goosebumps 2 haunted halloween,2018.0,"Adventure,Comedy,Family",Adventure
64,2018-01-19,12 Strong,35000000.0,45819713.0,71118378.0,36118378.0,1.0319536571428571,2018,12 strong,12 strong,2018.0,"Action,Drama,History",Action
72,2011-05-06,Something Borrowed,35000000.0,39046489.0,65084116.0,30084116.0,0.8595461714285715,2011,something borrowed,something borrowed,2011.0,"Comedy,Drama,Romance",Comedy
74,2011-10-28,In Time,35000000.0,37553932.0,165103952.0,130103952.0,3.7172557714285714,2011,in time,in time,2011.0,"Action,Crime,Drama",Action
75,2010-04-23,The Back-up Plan,35000000.0,37490007.0,75281179.0,40281179.0,1.1508908285714285,2010,the back-up plan,the back-up plan,2010.0,"Comedy,Romance",Comedy
76,2011-11-09,J. Edgar,35000000.0,37306030.0,84606030.0,49606030.0,1.4173151428571429,2011,j. edgar,j. edgar,2011.0,"Biography,Crime,Drama",Biography
78,2018-08-17,Mile 22,35000000.0,36108758.0,66295121.0,31295121.0,0.8941463142857143,2018,mile 22,mile 22,2018.0,"Action,Adventure,Thriller",Action
79,2015-05-08,Hot Pursuit,35000000.0,34580201.0,45671512.0,10671512.0,0.30490034285714285,2015,hot pursuit,hot pursuit,2015.0,"Action,Comedy,Crime",Action
80,2015-12-25,Concussion,35000000.0,34531832.0,50363790.0,15363790.0,0.43896542857142856,2015,concussion,concussion,2015.0,"Biography,Drama,Sport",Biography
81,2017-10-13,The Foreigner,35000000.0,34393507.0,140783360.0,105783360.0,3.0223817142857143,2017,the foreigner,the foreigner,2017.0,"Action,Thriller",Action
89,2018-06-01,Adrift,35000000.0,31445011.0,57897191.0,22897191.0,0.6542054571428572,2018,adrift,adrift,2018.0,"Action,Adventure,Biography",Action
96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,51648359.0,1.4756674,2011,abduction,abduction,2011.0,"Action,Mystery,Thriller",Action
96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,51648359.0,1.4756674,2011,abduction,abduction,2011.0,"Horror,Thriller",Horror
100,2012-10-19,Alex Cross,35000000.0,25888412.0,35426759.0,426759.0,0.012193114285714285,2012,alex cross,alex cross,2012.0,"Action,Crime,Mystery",Action
6,2016-03-04,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,-9649253.0,-0.27569294285714285,2016,whiskey tango foxtrot,whiskey tango foxtrot,2016.0,"Biography,Comedy,Drama",Biography
8,2015-08-21,Hitman: Agent 47,35000000.0,22467450.0,82182803.0,47182803.0,1.3480800857142856,2015,hitman agent 47,hitman agent 47,2015.0,"Action,Adventure,Crime",Action
10,2012-08-24,Premium Rush,35000000.0,20275446.0,31393201.0,-3606799.0,-0.1030514,2012,premium rush,premium rush,2012.0,"Action,Crime,Thriller",Action
11,2013-01-18,Broken City,35000000.0,19701164.0,34480045.0,-519955.0,-0.014855857142857143,2013,broken city,broken city,2013.0,"Crime,Drama,Thriller",Crime
17,2010-04-30,Furry Vengeance,35000000.0,17630465.0,39340177.0,4340177.0,0.12400505714285714,2010,furry vengeance,furry vengeance,2010.0,"Comedy,Family",Comedy
18,2013-01-25,Parker,35000000.0,17616641.0,48543388.0,13543388.0,0.38695394285714285,2013,parker,parker,2013.0,"Action,Crime,Thriller",Action
24,2011-05-27,The Tree of Life,35000000.0,13305665.0,61721826.0,26721826.0,0.7634807428571428,2011,the tree of life,the tree of life,2011.0,"Drama,Fantasy",Drama
29,2014-03-28,Sabotage,35000000.0,10508518.0,18376443.0,-16623557.0,-0.4749587714285714,2014,sabotage,sabotage,2014.0,"Action,Crime,Drama",Action
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,-21785949.0,-0.6224556857142857,2015,unfinished business,unfinished business,2015.0,"Comedy,Drama",Comedy
33,2015-09-30,The Walk,35000000.0,10161183.0,61492104.0,26492104.0,0.7569172571428572,2015,the walk,the walk,2015.0,"Crime,Thriller",Crime
33,2015-09-30,The Walk,35000000.0,10161183.0,61492104.0,26492104.0,0.7569172571428572,2015,the walk,the walk,2015.0,"Adventure,Biography,Drama",Adventure
35,2013-11-29,Mandela: Long Walk to Freedom,35000000.0,8323085.0,29890402.0,-5109598.0,-0.1459885142857143,2013,mandela long walk to freedom,mandela long walk to freedom,2013.0,"Biography,Drama,History",Biography
39,2016-03-11,The Brothers Grimsby,35000000.0,6864016.0,28720470.0,-6279530.0,-0.17941514285714286,2016,the brothers grimsby,the brothers grimsby,2016.0,"Action,Adventure,Comedy",Action
40,2017-10-20,The Snowman,35000000.0,6670765.0,43226146.0,8226146.0,0.23503274285714285,2017,the snowman,the snowman,2017.0,"Crime,Drama,Mystery",Crime
47,2016-04-22,A Hologram for the King,35000000.0,4212494.0,11846010.0,-23153990.0,-0.6615425714285714,2016,a hologram for the king,a hologram for the king,2016.0,"Comedy,Drama,Romance",Comedy
53,2012-09-14,Stolen,35000000.0,289773.0,17967746.0,-17032254.0,-0.48663582857142856,2012,stolen,stolen,2012.0,"Action,Crime,Thriller",Action
54,2011-10-14,Trespass,35000000.0,16816.0,786532.0,-34213468.0,-0.9775276571428572,2011,trespass,trespass,2011.0,"Crime,Drama,Thriller",Crime
58,2011-12-25,The Darkest Hour,34800000.0,21443494.0,62831715.0,28031715.0,0.8055090517241379,2011,the darkest hour,the darkest hour,2011.0,"Action,Adventure,Horror",Action
59,2017-06-28,Baby Driver,34000000.0,107825862.0,228104185.0,194104185.0,5.708946617647059,2017,baby driver,baby driver,2017.0,"Action,Crime,Drama",Action
60,2014-09-19,The Maze Runner,34000000.0,102427862.0,348319861.0,314319861.0,9.244701794117647,2014,the maze runner,the maze runner,2014.0,"Action,Mystery,Sci-Fi",Action
61,2015-04-10,The Longest Ride,34000000.0,37446117.0,63802928.0,29802928.0,0.8765567058823529,2015,the longest ride,the longest ride,2015.0,"Drama,Romance",Drama
64,2018-08-03,The Darkest Minds,34000000.0,12695691.0,38361428.0,4361428.0,0.12827729411764707,2018,the darkest minds,the darkest minds,2018.0,"Action,Adventure,Drama",Action
73,2016-07-08,Mike and Dave Need Wedding Dates,33000000.0,46009673.0,75898100.0,42898100.0,1.2999424242424242,2016,mike and dave need wedding dates,mike and dave need wedding dates,2016.0,"Adventure,Comedy,Romance",Adventure
74,2012-07-27,Step Up Revolution,33000000.0,35074677.0,165552290.0,132552290.0,4.0167360606060605,2012,step up revolution,step up revolution,2012.0,"Drama,Music,Romance",Drama
78,2012-04-27,Safe,33000000.0,17142080.0,41495213.0,8495213.0,0.25743069696969695,2012,safe,safe,2012.0,"Action,Crime,Thriller",Action
83,2015-10-30,Freaks of Nature,33000000.0,70958.0,70958.0,-32929042.0,-0.9978497575757576,2015,freaks of nature,freaks of nature,2015.0,"Comedy,Horror,Sci-Fi",Comedy
85,2011-05-13,Bridesmaids,32500000.0,169211718.0,289632023.0,257132023.0,7.911754553846154,2011,bridesmaids,bridesmaids,2011.0,"Comedy,Romance",Comedy
87,2013-04-26,The Big Wedding,32500000.0,21819348.0,48425971.0,15925971.0,0.4900298769230769,2013,the big wedding,the big wedding,2013.0,"Comedy,Drama,Romance",Comedy
88,2012-02-24,Wanderlust,32500000.0,17288155.0,24159934.0,-8340066.0,-0.2566174153846154,2012,wanderlust,wanderlust,2012.0,"Comedy,Romance",Comedy
91,2013-06-12,This is the End,32000000.0,101470202.0,126539117.0,94539117.0,2.95434740625,2013,this is the end,this is the end,2013.0,"Comedy,Fantasy",Comedy
95,2010-08-27,Takers,32000000.0,57744720.0,70587268.0,38587268.0,1.205852125,2010,takers,takers,2010.0,"Action,Crime,Thriller",Action
96,2011-04-01,Source Code,32000000.0,54712227.0,140428499.0,108428499.0,3.38839059375,2011,source code,source code,2011.0,"Action,Drama,Sci-Fi",Action
99,2018-04-20,I Feel Pretty,32000000.0,48795601.0,91553797.0,59553797.0,1.86105615625,2018,i feel pretty,i feel pretty,2018.0,"Comedy,Romance",Comedy
1,2011-02-18,"Big Mommas: Like Father, Like Son",32000000.0,37915414.0,82332450.0,50332450.0,1.5728890625,2011,"big mommas like father, like son","big mommas like father, like son",2011.0,"Action,Comedy,Crime",Action
7,2013-03-15,The Incredible Burt Wonderstone,32000000.0,22537881.0,27392609.0,-4607391.0,-0.14398096875,2013,the incredible burt wonderstone,the incredible burt wonderstone,2013.0,"Adventure,Comedy,Fantasy",Adventure
10,2018-10-12,Bad Times at the El Royale,32000000.0,17839115.0,29204379.0,-2795621.0,-0.08736315625,2018,bad times at the el royale,bad times at the el royale,2018.0,"Crime,Drama,Mystery",Crime
11,2010-09-03,Going the Distance,32000000.0,17804299.0,43603990.0,11603990.0,0.3626246875,2010,going the distance,going the distance,2010.0,"Comedy,Romance",Comedy
13,2010-03-19,Repo Men,32000000.0,13942007.0,18195238.0,-13804762.0,-0.4313988125,2010,repo men,repo men,2010.0,"Action,Crime,Sci-Fi",Action
21,2016-04-15,Criminal,31500000.0,14708696.0,38771262.0,7271262.0,0.23083371428571428,2016,criminal,criminal,2016.0,"Action,Crime,Drama",Action
22,2013-04-12,42,31000000.0,95020213.0,97470701.0,66470701.0,2.1442161612903226,2013,42,42,2013.0,"Biography,Drama,Sport",Biography
23,2012-11-02,Flight,31000000.0,93772375.0,160558438.0,129558438.0,4.179304451612904,2012,flight,flight,2012.0,"Drama,Thriller",Drama
27,2014-03-07,The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0,132981261.0,4.289718096774194,2014,the grand budapest hotel,the grand budapest hotel,2014.0,"Adventure,Comedy,Crime",Adventure
